dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,postalCode,lastSeen,yearOfCreation,yearCrawled,monthOfCreation,monthCrawled,yearsOld,monthsOld
2016-03-08 13:58:38,Dacicia_Logan_1_6_L_87_PS_Bj._2008__guter_gepfl._Zustand_mit_TueV,privat,Offer,2950,control,kombi,2008,manuell,87,logan,150000,May,Gasoline,dacia,No,2016-03-08 00:00:00,65549,2016-03-08 16:45:38,2016,2016,March,March,8,7
2016-04-03 17:43:44,Dacia_Logan_MCV_Prestige,privat,Offer,9990,test,kombi,2014,manuell,90,logan,40000,Jan,Gasoline,dacia,No,2016-04-03 00:00:00,59348,2016-04-05 17:26:50,2016,2016,April,April,2,11
2016-03-09 17:36:19,Dacia_Logan_MCV_1.6___7_Sitze,privat,Offer,3850,test,kombi,2009,manuell,87,logan,70000,Dec,Gasoline,dacia,No,2016-03-09 00:00:00,39288,2016-04-05 05:45:05,2016,2016,March,March,7,0
2016-03-07 18:37:22,Dacia_Logan_MCV_TCe_90_Laureate,privat,Offer,9520,control,kombi,2014,manuell,90,logan,50000,Apr,Gasoline,dacia,No,2016-03-07 00:00:00,87484,2016-04-07 01:17:44,2016,2016,March,March,2,8
2016-03-23 20:54:26,Dacia_Logan_MCV_1.4,privat,Offer,1600,test,kombi,2008,manuell,75,logan,150000,Oct,Gasoline,dacia,No,2016-03-23 00:00:00,33181,2016-03-31 10:16:44,2016,2016,March,March,8,2
2016-03-12 18:48:36,Logan_MCV_Ambiance,privat,Offer,4999,test,kombi,2011,manuell,87,logan,70000,Nov,Diesel,dacia,No,2016-03-12 00:00:00,91126,2016-03-21 01:15:47,2016,2016,March,March,5,1
2016-03-18 09:48:08,Dacia_Logan._Bj_2007_Top,privat,Offer,2499,control,kombi,2007,manuell,105,logan,150000,May,,dacia,Other,2016-03-18 00:00:00,58553,2016-04-05 22:15:47,2016,2016,March,March,9,7
2016-03-29 19:41:51,Dacia_Logan_MCV_1.6_16V_Ethanol_Laureate_II,privat,Offer,7200,control,kombi,2012,manuell,105,logan,60000,Sep,Gasoline,dacia,No,2016-03-29 00:00:00,83558,2016-04-06 05:17:33,2016,2016,March,March,4,3
2016-03-22 15:51:54,Dacia_Logan__DIESEL__TÜV_NEU__ANHÄNGERKUPPLUNG__dunkelblau,privat,Offer,2450,control,kombi,2007,manuell,0,logan,150000,Sep,Diesel,dacia,No,2016-03-22 00:00:00,21423,2016-04-06 05:45:43,2016,2016,March,March,9,3
2016-04-03 15:49:35,Dacia_Logan_MCV_1.4_Kombi_Ahk,privat,Offer,3300,test,kombi,2009,manuell,75,logan,125000,Nov,Gasoline,dacia,No,2016-04-03 00:00:00,29574,2016-04-05 15:16:12,2016,2016,April,April,7,1
2016-03-21 15:48:20,Dacia_Logan_MCV_1.4,privat,Offer,2500,control,kombi,2007,manuell,75,logan,125000,Dec,Gasoline,dacia,No,2016-03-21 00:00:00,27721,2016-03-22 20:17:52,2016,2016,March,March,9,0
2016-03-22 09:51:04,Dacia__Kombi_1_6Liter_Klima,privat,Offer,1850,test,kombi,2007,manuell,0,logan,150000,Oct,Gasoline,dacia,Other,2016-03-22 00:00:00,65604,2016-04-04 06:16:21,2016,2016,March,March,9,2
2016-03-17 15:51:44,Dacia_Logan_mit_Frontschaden_Motor_laeuft,privat,Offer,950,test,kombi,2008,manuell,105,logan,125000,Apr,Gasoline,dacia,Yes,2016-03-17 00:00:00,27798,2016-03-17 16:40:48,2016,2016,March,March,8,8
2016-04-04 21:47:05,Dacia_Logan_MCV_1.6_Ambiance,privat,Offer,1799,test,kombi,2007,manuell,87,logan,150000,May,Gasoline,dacia,No,2016-04-04 00:00:00,56862,2016-04-04 21:47:05,2016,2016,April,April,9,7
2016-04-05 01:47:52,Dacia_Logan_MCV_1.6_16V,privat,Offer,2200,control,kombi,2008,manuell,105,logan,150000,Mar,Lpg,dacia,No,2016-04-04 00:00:00,15838,2016-04-05 06:45:41,2016,2016,April,April,8,9
2016-03-10 19:25:17,Dacia_Logan_MCV_1.6_16V_Laureate_Klima_orig._22000km,privat,Offer,6400,control,kombi,2010,manuell,105,logan,30000,Mar,Gasoline,dacia,No,2016-03-10 00:00:00,57610,2016-04-07 02:45:37,2016,2016,March,March,6,9
2016-03-21 23:53:06,Dacia_Logan,privat,Offer,2350,test,kombi,2009,manuell,75,Other,150000,Aug,Gasoline,dacia,Other,2016-03-21 00:00:00,12057,2016-03-31 00:16:16,2016,2016,March,March,7,4
2016-03-26 19:39:24,Dacia_Logan_Kombi_1_6_V___105_PS_zu_verkaufen,privat,Offer,3300,control,kombi,2008,manuell,105,logan,125000,Jan,Gasoline,dacia,No,2016-03-26 00:00:00,14542,2016-03-28 08:44:52,2016,2016,March,March,8,11
2016-03-25 11:51:30,Dacia_Logan_MCV_1.6_16V_Laureate,privat,Offer,3750,test,kombi,2008,manuell,105,logan,125000,Dec,Gasoline,dacia,No,2016-03-25 00:00:00,20257,2016-04-06 12:44:58,2016,2016,March,March,8,0
2016-04-02 22:52:31,Dacia_Logan_MCV_Laureate_1.2_16V_75_Sehr_gepflegter_Zustand,privat,Offer,8850,test,kombi,2014,manuell,75,logan,20000,Apr,Gasoline,dacia,No,2016-04-02 00:00:00,24405,2016-04-07 01:46:26,2016,2016,April,April,2,8
2016-03-25 20:49:48,Dacia_Logan_1.5_dci_laureate_7_Sitzer___UNFALL___Diesel,privat,Offer,3555,control,kombi,2010,manuell,86,logan,150000,Jan,,dacia,Yes,2016-03-25 00:00:00,95448,2016-03-28 21:19:11,2016,2016,March,March,6,11
2016-03-24 16:47:20,Dacia_Logan_MCV_1.6_Laureate,privat,Offer,6500,control,kombi,2010,manuell,87,logan,40000,Aug,Gasoline,dacia,No,2016-03-24 00:00:00,32676,2016-04-07 09:16:55,2016,2016,March,March,6,4
2016-03-23 19:39:13,Dacia_Logan_MCV_1.6_Laureate,privat,Offer,7000,control,kombi,2010,manuell,87,logan,70000,Oct,Gasoline,dacia,No,2016-03-23 00:00:00,21077,2016-04-06 00:17:33,2016,2016,March,March,6,2
2016-03-08 20:49:26,Dacia_Logan,privat,Offer,3500,control,kombi,2008,manuell,68,logan,80000,Sep,Diesel,dacia,Other,2016-03-08 00:00:00,6449,2016-03-11 06:17:26,2016,2016,March,March,8,3
2016-03-24 10:48:26,Dacia_Logan_MCV_1.6_Ambiance,privat,Offer,6500,test,kombi,2011,manuell,84,logan,50000,Sep,Gasoline,dacia,Yes,2016-03-24 00:00:00,47137,2016-04-07 01:15:45,2016,2016,March,March,5,3
2016-03-11 10:56:48,Dachau_Logan_Mcv_Servo_Klima,privat,Offer,3550,test,kombi,2008,manuell,75,logan,150000,May,Gasoline,dacia,Other,2016-03-11 00:00:00,13403,2016-03-17 16:46:38,2016,2016,March,March,8,7
2016-03-30 20:38:12,Dacia_Logan_MCV_1.4,privat,Offer,2500,control,kombi,2009,manuell,75,logan,50000,Dec,Gasoline,dacia,Yes,2016-03-30 00:00:00,86391,2016-04-07 12:45:03,2016,2016,March,March,7,0
2016-04-04 01:57:18,Dacia_Logan_MCV_1.5_dCi,privat,Offer,5500,control,kombi,2012,manuell,88,logan,150000,Apr,Diesel,dacia,No,2016-04-04 00:00:00,82110,2016-04-06 09:17:26,2016,2016,April,April,4,8
2016-03-19 17:43:09,dacia_logan_mcv,privat,Offer,2500,control,kombi,2009,manuell,75,logan,125000,Mar,Gasoline,dacia,No,2016-03-19 00:00:00,22455,2016-03-19 17:43:09,2016,2016,March,March,7,9
2016-03-14 18:55:30,Dacia_Loga_MCV__1.6__Ltr.,privat,Offer,3700,test,kombi,2010,manuell,105,logan,150000,Mar,Gasoline,dacia,No,2016-03-14 00:00:00,54332,2016-03-26 15:18:07,2016,2016,March,March,6,9
2016-03-10 13:55:23,Dacia_Logan_MCV_1.6_Ambiance,privat,Offer,2690,test,kombi,2010,manuell,87,logan,125000,Aug,Lpg,dacia,Yes,2016-03-10 00:00:00,73441,2016-03-12 04:15:21,2016,2016,March,March,6,4
2016-03-26 18:56:02,Dacia_Kombi_MCV_1.4,privat,Offer,6000,test,kombi,2009,manuell,0,logan,90000,Jan,,dacia,No,2016-03-26 00:00:00,39345,2016-04-06 08:17:29,2016,2016,March,March,7,11
2016-04-01 07:54:53,Dacia_Logan_MCV_1_5_dci,privat,Offer,2200,test,kombi,2007,manuell,68,logan,125000,Jan,Diesel,dacia,Yes,2016-04-01 00:00:00,68723,2016-04-03 05:16:08,2016,2016,April,April,9,11
2016-03-21 08:54:45,DACIA_Logan_1.4,privat,Offer,1200,control,kombi,2008,manuell,0,logan,125000,May,Gasoline,dacia,No,2016-03-21 00:00:00,1169,2016-03-21 09:38:53,2016,2016,March,March,8,7
2016-03-29 23:57:50,Dacia_Logan_MCV_1.4,privat,Offer,2099,control,kombi,2009,manuell,75,logan,150000,Jun,Gasoline,dacia,No,2016-03-29 00:00:00,35510,2016-04-06 15:15:50,2016,2016,March,March,7,6
2016-03-20 10:59:59,Dacia_Logan_1.4_MPI___TÜV_Reifen_Bremse___Neu!_Scheckheft/AHK,privat,Offer,2100,control,kombi,2008,manuell,75,logan,150000,Oct,Gasoline,dacia,No,2016-03-20 00:00:00,33181,2016-03-22 17:17:08,2016,2016,March,March,8,2
2016-03-19 01:51:59,Dacia_Logan_MCV_1.4_Servo_Tuev_12_/_2017,privat,Offer,1500,control,kombi,2007,manuell,75,logan,125000,Feb,Gasoline,dacia,Yes,2016-03-19 00:00:00,63110,2016-03-25 07:51:21,2016,2016,March,March,9,10
2016-03-13 12:06:16,Dacia_Logan_MCV_1.6_16V_____Dacia_Logan_LPG,privat,Offer,2790,control,kombi,2008,manuell,105,logan,150000,Aug,Gasoline,dacia,No,2016-03-13 00:00:00,56567,2016-03-17 06:16:11,2016,2016,March,March,8,4
2016-03-27 09:57:08,Dacia_Logan_MCV_1.6_16V_Laureate,privat,Offer,3300,test,kombi,2008,manuell,105,logan,125000,Apr,Gasoline,dacia,No,2016-03-27 00:00:00,14542,2016-03-27 09:57:08,2016,2016,March,March,8,8
2016-03-11 10:49:53,Dacia_Logan_MCV_1.6_Klima___AHK___Kupplung_neu,privat,Offer,4650,test,kombi,2007,manuell,87,logan,150000,May,Gasoline,dacia,Other,2016-03-11 00:00:00,84359,2016-04-06 07:45:11,2016,2016,March,March,9,7
2016-03-12 16:57:58,Dacia_Logon_2013_LPG_Autogas_Klima,privat,Offer,4400,control,kombi,2013,manuell,84,logan,150000,Mar,Lpg,dacia,No,2016-03-12 00:00:00,46562,2016-03-12 16:57:58,2016,2016,March,March,3,9
2016-03-20 10:59:30,Dacia_Logan_MCV_1.4,privat,Offer,1600,control,kombi,2008,manuell,75,logan,150000,Dec,Gasoline,dacia,No,2016-03-20 00:00:00,66578,2016-03-20 10:59:30,2016,2016,March,March,8,0
2016-03-15 10:40:16,Dacia_Logan_MCV_1.5_dCi_Laureate,privat,Offer,2490,control,kombi,2008,manuell,86,logan,150000,Sep,Diesel,dacia,No,2016-03-15 00:00:00,71642,2016-03-16 05:47:43,2016,2016,March,March,8,3
2016-03-20 13:37:32,Dacia_Logan_MCV_1.5_dCi_Laureate,privat,Offer,1500,test,kombi,2008,manuell,86,logan,100000,May,Diesel,dacia,No,2016-03-20 00:00:00,15366,2016-03-21 15:49:52,2016,2016,March,March,8,7
2016-03-08 20:42:56,Dacia_Logan___75PS_fast_Neu,privat,Offer,6999,control,kombi,2015,manuell,75,logan,10000,Jan,Gasoline,dacia,No,2016-03-08 00:00:00,39112,2016-03-17 03:45:04,2016,2016,March,March,1,11
2016-03-30 20:56:40,Dacia_Logan_MCV_1.4_Ambiance,privat,Offer,3999,control,kombi,2009,manuell,75,logan,40000,Nov,Gasoline,dacia,No,2016-03-30 00:00:00,74252,2016-04-05 11:45:48,2016,2016,March,March,7,1
2016-03-10 11:57:56,Dacia_Logan_MCV_1.4,privat,Offer,4300,test,kombi,2010,manuell,75,logan,70000,Mar,Gasoline,dacia,No,2016-03-10 00:00:00,81245,2016-04-07 02:44:43,2016,2016,March,March,6,9
2016-03-10 13:44:07,DACIA_LOGAN_Kombilimousine__2._Hand__1390_cm³_,privat,Offer,2400,test,kombi,2009,manuell,75,logan,125000,Mar,Gasoline,dacia,No,2016-03-10 00:00:00,33100,2016-03-23 09:17:44,2016,2016,March,March,7,9
2016-03-26 10:53:05,Dacia_Logan_MCV_1.6_Laureate_Scheckheft_Ahk,privat,Offer,3989,test,kombi,2007,manuell,87,logan,100000,Oct,Gasoline,dacia,No,2016-03-26 00:00:00,46049,2016-04-05 22:45:16,2016,2016,March,March,9,2
2016-03-27 09:57:24,Dacia_Logan_MCV_1_6_Laureate_Scheckheft_Zahnr._Ahk._Neu,privat,Offer,3666,test,kombi,2007,manuell,87,logan,100000,Oct,Gasoline,dacia,No,2016-03-27 00:00:00,46049,2016-04-06 08:45:09,2016,2016,March,March,9,2
2016-03-08 19:58:54,Dacia_Logan_MCV_1.4,privat,Offer,1450,test,kombi,2009,manuell,75,logan,150000,Aug,Gasoline,dacia,No,2016-03-08 00:00:00,99089,2016-03-09 11:45:35,2016,2016,March,March,7,4
2016-04-01 18:47:38,Dacia_Logan_Klima__Tuev_3/2008_Zahnriemen_erneuert,privat,Offer,2900,control,kombi,2008,manuell,75,logan,150000,Jun,Gasoline,dacia,No,2016-04-01 00:00:00,44309,2016-04-05 14:46:25,2016,2016,April,April,8,6
2016-03-20 23:36:17,Dacia_Logan_MCV_1.6,privat,Offer,4300,control,kombi,2012,manuell,84,logan,50000,Jul,Gasoline,dacia,No,2016-03-20 00:00:00,14473,2016-03-31 05:46:24,2016,2016,March,March,4,5
2016-03-17 16:54:41,Dacia_Logan_MCV__1.6__16V_nur_34_Tsd_km_Vollservice+Garantierest,privat,Offer,8600,test,kombi,2012,manuell,0,logan,40000,Sep,Gasoline,dacia,No,2016-03-17 00:00:00,95652,2016-03-21 22:16:09,2016,2016,March,March,4,3
2016-03-09 22:38:34,Dacia_Logan_MCV_1.6,privat,Offer,1399,test,kombi,2009,manuell,87,logan,150000,May,Gasoline,dacia,Yes,2016-03-09 00:00:00,97241,2016-03-10 10:15:11,2016,2016,March,March,7,7
2016-03-12 19:48:06,Dacia_Logan_MCV_1.4_Ambiance,privat,Offer,4500,test,kombi,2009,manuell,75,logan,50000,Oct,Gasoline,dacia,No,2016-03-12 00:00:00,51375,2016-03-26 05:18:00,2016,2016,March,March,7,2
2016-03-17 18:57:19,Dacia_Dacia_Logan_MCV_1.6_16V_Laureate_7_Sitzer_1.HAND,privat,Offer,2900,control,kombi,2007,manuell,105,logan,150000,Aug,Gasoline,dacia,No,2016-03-17 00:00:00,89081,2016-03-17 18:57:19,2016,2016,March,March,9,4
2016-03-13 19:51:42,Dacia_Logan_MCV_1.4_Ambiance,privat,Offer,3100,control,kombi,2008,manuell,75,logan,125000,Dec,Gasoline,dacia,Yes,2016-03-13 00:00:00,63456,2016-04-06 18:44:37,2016,2016,March,March,8,0
2016-03-19 23:55:02,Dacia_Logan__mit_neuem_Zahnriemen__LKW_Zulassung,privat,Offer,2900,control,kombi,2009,manuell,69,logan,150000,Jan,Diesel,dacia,Other,2016-03-19 00:00:00,87737,2016-03-28 03:44:43,2016,2016,March,March,7,11
2016-03-16 15:50:03,Dacia_Logan_MCV_1.5_dCi,privat,Offer,3150,test,kombi,2009,manuell,86,logan,150000,Aug,Diesel,dacia,No,2016-03-16 00:00:00,15344,2016-03-22 22:45:08,2016,2016,March,March,7,4
2016-03-09 18:50:22,Dacia_Logan_MCV_Lauréate,privat,Offer,7500,test,kombi,2014,manuell,90,logan,50000,Mar,Gasoline,dacia,No,2016-03-09 00:00:00,29549,2016-03-12 04:46:04,2016,2016,March,March,2,9
2016-03-25 11:55:18,Dacia_Logan_MCV_1.5_dCi_Laureate,privat,Offer,4800,test,kombi,2009,manuell,86,logan,70000,Oct,Diesel,dacia,No,2016-03-25 00:00:00,54318,2016-04-02 15:15:50,2016,2016,March,March,7,2
2016-03-26 15:51:16,Dacia_Logan_MCV_TCe_90_Prestige,privat,Offer,12000,test,kombi,2014,manuell,90,logan,30000,Oct,Gasoline,dacia,No,2016-03-26 00:00:00,72070,2016-04-06 04:15:42,2016,2016,March,March,2,2
2016-04-03 10:39:03,Dacia_Logan_MCV_dCi_90_Laureate,privat,Offer,9990,control,kombi,2013,manuell,90,logan,125000,Dec,Diesel,dacia,No,2016-04-03 00:00:00,95234,2016-04-07 11:17:18,2016,2016,April,April,3,0
2016-03-24 17:53:16,Dacia_Lodgy_dCi_90_Prestige,privat,Offer,12150,control,kombi,2015,manuell,90,lodgy,20000,Jun,Diesel,dacia,No,2016-03-24 00:00:00,51643,2016-04-07 12:16:42,2016,2016,March,March,1,6
2016-03-28 15:46:24,Dacia_Logan_MCV_1.6_Laureate,privat,Offer,4300,control,kombi,2009,manuell,87,logan,125000,Jun,Lpg,dacia,No,2016-03-28 00:00:00,32584,2016-04-06 20:18:54,2016,2016,March,March,7,6
2016-03-17 19:53:16,Dacia_Logan_MCV_1.6_16V_Laureate_II_Benzin+Ethanol,privat,Offer,7700,control,kombi,2012,manuell,105,logan,40000,Sep,Gasoline,dacia,No,2016-03-17 00:00:00,95652,2016-04-07 08:15:40,2016,2016,March,March,4,3
2016-03-06 10:46:34,Dacia_logan_7_sitzer_ahk_usw,privat,Offer,1,test,kombi,2007,manuell,75,logan,150000,Jan,,dacia,Yes,2016-03-06 00:00:00,32584,2016-03-08 14:47:00,2016,2016,March,March,9,11
2016-04-04 14:52:42,Dacia_Logan_MCV_Laureate_mit_Motorschaden,privat,Offer,1950,test,kombi,2007,manuell,105,logan,150000,Sep,Gasoline,dacia,Yes,2016-04-04 00:00:00,85399,2016-04-04 14:52:42,2016,2016,April,April,9,3
2016-03-29 23:25:36,Dacia_Logan_MCV_mit_neuem_TÜV,privat,Offer,2099,control,kombi,2009,manuell,75,logan,150000,Jun,Gasoline,dacia,Other,2016-03-29 00:00:00,35510,2016-04-06 15:15:49,2016,2016,March,March,7,6
2016-04-02 02:36:24,Dacia_logan1_6mcv_MPI_Motor_,privat,Offer,4200,control,kombi,2009,manuell,87,logan,70000,Sep,Gasoline,dacia,No,2016-04-02 00:00:00,73660,2016-04-06 06:16:57,2016,2016,April,April,7,3
2016-03-07 08:57:03,Dacia_Logan_Mcv_Ambiance_Klima_Servo,privat,Offer,3550,control,kombi,2008,manuell,75,logan,150000,May,Gasoline,dacia,Other,2016-03-07 00:00:00,13403,2016-03-11 09:17:31,2016,2016,March,March,8,7
2016-03-27 11:41:05,Dacia_Logan,privat,Offer,2500,test,kombi,2007,manuell,70,logan,150000,Jun,Diesel,dacia,No,2016-03-27 00:00:00,94366,2016-04-07 06:44:33,2016,2016,March,March,9,6
2016-03-06 11:06:21,Dacicia_Logan__guter_Zustand,privat,Offer,2950,test,kombi,2008,manuell,85,logan,150000,May,Gasoline,dacia,No,2016-03-06 00:00:00,65549,2016-03-08 09:17:59,2016,2016,March,March,8,7
2016-04-02 17:59:12,Dacia_Logan_MCV_1.5_dCi___Klima__7_Sitzer__Euro_4,privat,Offer,1750,control,kombi,2007,manuell,68,logan,150000,Sep,Diesel,dacia,No,2016-04-02 00:00:00,66128,2016-04-02 18:40:30,2016,2016,April,April,9,3
2016-03-05 21:56:42,Dacia_dokker,privat,Offer,8650,test,kombi,2013,manuell,85,Other,40000,Dec,Gasoline,dacia,No,2016-03-05 00:00:00,12357,2016-04-05 20:16:28,2016,2016,March,March,3,0
2016-03-16 11:55:12,Dacia_Logan_MCV_1.5_dCi_Laureate_1._Hand,privat,Offer,2250,test,kombi,2008,manuell,86,logan,150000,Sep,Diesel,dacia,No,2016-03-16 00:00:00,71636,2016-03-16 11:55:12,2016,2016,March,March,8,3
2016-03-30 23:44:09,Dacia_Logan_MCV_1.6,privat,Offer,2450,control,kombi,2011,manuell,84,logan,50000,Jan,Gasoline,dacia,Yes,2016-03-30 00:00:00,64823,2016-04-05 14:18:21,2016,2016,March,March,5,11
2016-03-14 05:41:28,Dacia_Logan_MCV_1.6_Laureate__Sondermodell__Blackline,privat,Offer,6299,test,kombi,2010,manuell,87,logan,125000,Sep,Gasoline,dacia,No,2016-03-13 00:00:00,82216,2016-04-06 21:18:50,2016,2016,March,March,6,3
2016-03-16 17:46:45,Dacia_Logan_MCV_1.6_mit_Euro_5____Scheckheftgepflegt,privat,Offer,3750,control,kombi,2012,manuell,84,logan,80000,Jan,Gasoline,dacia,No,2016-03-16 00:00:00,42859,2016-03-16 17:46:45,2016,2016,March,March,4,11
